date,rain_mm,temp_c,days_from_start,campo,anno
2026-01-01,53.814578515527955,2.62874528794066,0,rossi_campo_b,2026
2026-01-08,20.113523339659878,3.120746594383604,7,rossi_campo_b,2026
2026-01-15,3.4001070292219993,6.899726849510557,14,rossi_campo_b,2026
2026-01-22,50.667322275689486,5.77083513169066,21,rossi_campo_b,2026
2026-01-29,28.68300710991889,6.105408150809183,28,rossi_campo_b,2026
2026-02-05,34.80884240498838,7.228730138142907,35,rossi_campo_b,2026
2026-02-12,23.641392587876453,7.522269639514775,42,rossi_campo_b,2026
2026-02-19,13.8127156286032,7.914327694120857,49,rossi_campo_b,2026
2026-02-26,9.418100118256945,9.678212919689372,56,rossi_campo_b,2026
2026-03-05,11.81024242202966,10.407508286975713,63,rossi_campo_b,2026
2026-03-12,10.141753245136442,9.40418386913484,70,rossi_campo_b,2026
2026-03-19,3.1825622859855685,7.245484924316429,77,rossi_campo_b,2026
2026-03-26,37.58451422506681,6.237605576288161,84,rossi_campo_b,2026
2026-04-02,0.5442129451580513,12.002079264322958,91,rossi_campo_b,2026
2026-04-09,0.0061184167812200485,14.940847439236109,98,rossi_campo_b,2026
